#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;1;1;0/0;0/0;0/0;0/0;0/0;0/16;0/0;0/16;0/0;0/1;0/0;0/0;0/0;0/0
59.85;0;0;1;1;0/59.85;0/52.5;0/59.85;0/59.85;0/17;0/13;0/17;0/15;0/0;0/1;0/0;0/0;0/0;0/1
119.95;0;0;1;1;0/119.95;0/56.81;0/119.95;0/119.95;0/17;0/14;0/17;0/17;0/0;0/1;0/0;0/0;0/0;0/7
179.64;0;0;1;1;0/179.64;0/62.17;0/179.64;0/179.64;0/17;0/16;0/17;0/16;0/0;0/1;0/0;0/0;0/0;0/12
239.66;0;1;1;1;0/239.66;0/117.25;0/239.66;0/239.66;0/17;0/14;0/17;0/15;0/0;0/1;0/0;0/1;0/0;0/13
299.75;0;1;1;1;0/299.75;0/123.92;0/299.75;0/299.75;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/1;0/0;0/18
359.78;0;1;1;1;0/359.78;0/183.94;0/359.78;0/359.78;0/17;0/15;0/17;0/18;0/0;0/1;0/0;0/1;0/0;0/18
419.91;0;2;1;1;0/419.91;0/195.49;0/419.91;0/419.91;0/17;0/17;0/17;0/20;0/0;0/1;0/0;0/2;0/0;0/23
479.92;0;2;1;1;0/479.92;0/215.57;0/479.92;0/479.92;0/17;0/16;0/17;0/18;0/0;0/1;0/0;0/2;0/0;0/27
539.92;0;3;1;1;0/539.92;0/258.3;0/539.92;0/539.92;0/17;0/16;0/17;0/17;0/0;0/1;0/0;0/3;0/0;0/29
599.89;0;3;1;1;0/599.89;0/267.37;0/599.89;0/599.89;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/3;0/0;0/34
659.91;0;4;1;1;0/659.91;0/314.06;0/659.91;0/659.91;0/17;0/16;0/17;0/18;0/0;0/1;0/0;0/4;0/0;0/36
719.81;0;4;1;1;0/719.81;0/318.32;0/719.81;0/719.81;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/4;0/0;0/41
779.66;0;5;1;1;0/779.66;0/361.79;0/779.66;0/779.66;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/5;0/0;0/43
839.71;0;5;1;1;0/839.71;0/364.88;0/839.71;0/839.71;0/17;0/17;0/17;0/17;0/0;0/1;0/0;0/5;0/0;0/49
899.64;0;6;1;1;0/899.64;0/411.54;0/899.64;0/899.64;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/6;0/0;0/50
959.69;0;7;1;1;0/959.69;0/468.66;0/959.69;0/959.69;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/7;0/0;0/51
1019.8;0;7;1;1;0/1019.8;0/519.7;0/1019.8;0/1019.8;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/7;0/0;0/51
1079.98;0;8;1;1;0/1079.98;0/569.92;0/1079.98;0/1079.98;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/8;0/0;0/52
1139.75;0;9;1;1;0/1139.75;0/619.78;0/1139.75;0/1139.75;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/9;0/0;0/53
1199.78;0;10;1;1;0/1199.78;0/669.87;0/1199.78;0/1199.78;0/17;0/18;0/17;0/21;0/0;0/1;0/0;0/10;0/0;0/54
1259.72;0;11;1;1;0/1259.72;0/703.71;0/1259.72;0/1259.72;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/11;0/0;0/57
1319.93;0;11;1;1;0/1319.93;0/711.59;0/1319.93;0/1319.93;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/11;0/0;0/62
1379.65;0;12;1;1;0/1379.65;0/761.4;0/1379.65;0/1379.65;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/12;0/0;0/63
1439.62;0;12;1;1;0/1439.62;0/821.36;0/1439.62;0/1439.62;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/12;0/0;0/63
1499.89;0;13;1;1;0/1499.89;0/871.72;0/1499.89;0/1499.89;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/13;0/0;0/64
1559.67;0;14;1;1;0/1559.67;0/921.84;0/1559.67;0/1559.67;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/14;0/0;0/65
1619.88;0;15;1;1;0/1619.88;0/972.13;0/1619.88;0/1619.88;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/15;0/0;0/66
1679.6;0;15;1;1;0/1679.6;0/1031.85;0/1679.6;0/1679.6;0/17;0/20;0/17;0/23;0/0;0/1;0/0;0/15;0/0;0/66
1739.83;0;16;1;1;0/1739.83;0/1044.62;0/1739.83;0/1739.83;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/16;0/0;0/71
1799.62;0;16;1;1;0/1799.62;0/1054.54;0/1799.62;0/1799.62;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/16;0/0;0/76
