#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;1;1;0/0;0/0;0/0;0/0;0/0;0/16;0/0;0/16;0/0;0/1;0/0;0/0;0/0;0/0
59.85;0;0;1;1;0/59.85;0/52.5;0/59.85;0/59.85;0/17;0/13;0/17;0/15;0/0;0/1;0/0;0/0;0/0;0/1
119.95;0;0;1;1;0/119.95;0/56.81;0/119.95;0/119.95;0/17;0/14;0/17;0/16;0/0;0/1;0/0;0/0;0/0;0/7
179.79;0;0;1;1;0/179.79;0/82.05;0/179.79;0/179.79;0/17;0/15;0/17;0/17;0/0;0/1;0/0;0/0;0/0;0/10
239.75;0;1;1;1;0/239.75;0/117.29;0/239.75;0/239.75;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/1;0/0;0/13
299.96;0;1;1;1;0/299.96;0/153.67;0/299.96;0/299.96;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/1;0/0;0/15
359.76;0;2;1;1;0/359.76;0/192.89;0/359.76;0/359.76;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/2;0/0;0/18
419.71;0;2;1;1;0/419.71;0/204.29;0/419.71;0/419.71;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/2;0/0;0/22
479.98;0;3;1;1;0/479.98;0/254.87;0/479.98;0/479.98;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/3;0/0;0/23
539.98;0;3;1;1;0/539.98;0/258.15;0/539.98;0/539.98;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/3;0/0;0/29
599.65;0;3;1;1;0/599.65;0/306.13;0/599.65;0/599.65;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/3;0/0;0/30
659.89;0;4;1;1;0/659.89;0/346.85;0/659.89;0/659.89;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/4;0/0;0/32
719.87;0;5;1;1;0/719.87;0/363.68;0/719.87;0/719.87;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/5;0/0;0/37
779.82;0;5;1;1;0/779.82;0/387.78;0/779.82;0/779.82;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/5;0/0;0/40
839.62;0;6;1;1;0/839.62;0/437.75;0/839.62;0/839.62;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/6;0/0;0/41
899.89;0;7;1;1;0/899.89;0/478.4;0/899.89;0/899.89;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/7;0/0;0/43
959.58;0;8;1;1;0/959.58;0/528.18;0/959.58;0/959.58;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/8;0/0;0/44
1019.85;0;9;1;1;0/1019.85;0/578.53;0/1019.85;0/1019.85;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/9;0/0;0/45
1079.96;0;10;1;1;0/1079.96;0/634.55;0/1079.96;0/1079.96;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/10;0/0;0/46
1139.75;0;10;1;1;0/1139.75;0/688.52;0/1139.75;0/1139.75;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/10;0/0;0/46
1199.87;0;12;1;1;0/1199.87;0/738.3;0/1199.87;0/1199.87;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/12;0/0;0/48
1259.75;0;12;1;1;0/1259.75;0/779;0/1259.75;0/1259.75;0/17;0/17;0/17;0/20;0/0;0/1;0/0;0/12;0/0;0/49
1319.62;0;13;1;1;0/1319.62;0/798.85;0/1319.62;0/1319.62;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/13;0/0;0/54
1379.82;0;13;1;1;0/1379.82;0/840.7;0/1379.82;0/1379.82;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/13;0/0;0/55
1439.86;0;14;1;1;0/1439.86;0/868.09;0/1439.86;0/1439.86;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/14;0/0;0/59
1499.63;0;15;1;1;0/1499.63;0/918.02;0/1499.63;0/1499.63;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/15;0/0;0/60
1559.95;0;15;1;1;0/1559.95;0/922.41;0/1559.95;0/1559.95;0/17;0/20;0/17;0/22;0/0;0/1;0/0;0/15;0/0;0/66
1619.58;0;15;1;1;0/1619.58;0/953.58;0/1619.58;0/1619.58;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/15;0/0;0/68
1679.61;0;16;1;1;0/1679.61;0/1003.61;0/1679.61;0/1679.61;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/16;0/0;0/69
1739.85;0;17;1;1;0/1739.85;0/1053.92;0/1739.85;0/1739.85;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/17;0/0;0/70
1799.73;0;18;1;1;0/1799.73;0/1103.88;0/1799.73;0/1799.73;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/18;0/0;0/71
