#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;1;1;0/0;0/0;0/0;0/0;0/0;0/16;0/0;0/16;0/0;0/1;0/0;0/0;0/0;0/0
59.85;0;0;1;1;0/59.85;0/52.5;0/59.85;0/59.85;0/17;0/13;0/17;0/15;0/0;0/1;0/0;0/0;0/0;0/1
119.95;0;0;1;1;0/119.95;0/56.81;0/119.95;0/119.95;0/17;0/14;0/17;0/16;0/0;0/1;0/0;0/0;0/0;0/7
179.69;0;0;1;1;0/179.69;0/72.09;0/179.69;0/179.69;0/17;0/15;0/17;0/17;0/0;0/1;0/0;0/0;0/0;0/11
239.66;0;1;1;1;0/239.66;0/117.85;0/239.66;0/239.66;0/17;0/15;0/17;0/16;0/0;0/1;0/0;0/1;0/0;0/13
299.82;0;1;1;1;0/299.82;0/143.55;0/299.82;0/299.82;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/1;0/0;0/16
359.67;0;2;1;1;0/359.67;0/193.53;0/359.67;0/359.67;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/2;0/0;0/18
419.59;0;2;1;1;0/419.59;0/195.27;0/419.59;0/419.59;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/2;0/0;0/23
479.76;0;2;1;1;0/479.76;0/254.15;0/479.76;0/479.76;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/2;0/0;0/23
539.97;0;3;1;1;0/539.97;0/258.57;0/539.97;0/539.97;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/3;0/0;0/29
599.86;0;3;1;1;0/599.86;0/305.93;0/599.86;0/599.86;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/3;0/0;0/30
659.98;0;4;1;1;0/659.98;0/346.74;0/659.98;0/659.98;0/17;0/16;0/17;0/18;0/0;0/1;0/0;0/4;0/0;0/32
719.75;0;5;1;1;0/719.75;0/363.99;0/719.75;0/719.75;0/17;0/16;0/17;0/17;0/0;0/1;0/0;0/5;0/0;0/37
779.59;0;5;1;1;0/779.59;0/397.22;0/779.59;0/779.59;0/17;0/16;0/17;0/17;0/0;0/1;0/0;0/5;0/0;0/39
839.93;0;7;1;1;0/839.93;0/439.41;0/839.93;0/839.93;0/17;0/16;0/17;0/16;0/0;0/1;0/0;0/7;0/0;0/41
899.59;0;8;1;1;0/899.59;0/487.71;0/899.59;0/899.59;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/8;0/0;0/42
959.68;0;9;1;1;0/959.68;0/543.71;0/959.68;0/959.68;0/17;0/16;0/17;0/17;0/0;0/1;0/0;0/9;0/0;0/43
1019.65;0;9;1;1;0/1019.65;0/587.99;0/1019.65;0/1019.65;0/17;0/16;0/17;0/17;0/0;0/1;0/0;0/9;0/0;0/44
1079.6;0;10;1;1;0/1079.6;0/638.02;0/1079.6;0/1079.6;0/17;0/15;0/17;0/18;0/0;0/1;0/0;0/10;0/0;0/45
1139.84;0;11;1;1;0/1139.84;0/658.67;0/1139.84;0/1139.84;0/17;0/16;0/17;0/17;0/0;0/1;0/0;0/11;0/0;0/50
1199.94;0;11;1;1;0/1199.94;0/700.01;0/1199.94;0/1199.94;0/17;0/16;0/17;0/18;0/0;0/1;0/0;0/11;0/0;0/51
1259.62;0;12;1;1;0/1259.62;0/733.48;0/1259.62;0/1259.62;0/17;0/16;0/17;0/18;0/0;0/1;0/0;0/12;0/0;0/54
1319.74;0;12;1;1;0/1319.74;0/750.71;0/1319.74;0/1319.74;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/12;0/0;0/58
1379.94;0;13;1;1;0/1379.94;0/803.74;0/1379.94;0/1379.94;0/17;0/15;0/17;0/17;0/0;0/1;0/0;0/13;0/0;0/59
1439.8;0;13;1;1;0/1439.8;0/807.53;0/1439.8;0/1439.8;0/17;0/15;0/17;0/17;0/0;0/1;0/0;0/13;0/0;0/65
1499.92;0;13;1;1;0/1499.92;0/823.92;0/1499.92;0/1499.92;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/13;0/0;0/69
1559.8;0;14;1;1;0/1559.8;0/874.11;0/1559.8;0/1559.8;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/14;0/0;0/70
1619.58;0;15;1;1;0/1619.58;0/923.93;0/1619.58;0/1619.58;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/15;0/0;0/71
1679.7;0;16;1;1;0/1679.7;0/974.14;0/1679.7;0/1679.7;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/16;0/0;0/72
1739.73;0;16;1;1;0/1739.73;0/1034.17;0/1739.73;0/1739.73;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/16;0/0;0/72
1800;0;17;1;1;0/1800;0/1074.82;0/1800;0/1800;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/17;0/0;0/74
