#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;1;1;0/0;0/0;0/0;0/0;0/0;0/16;0/0;0/16;0/0;0/1;0/0;0/0;0/0;0/0
59.85;0;0;1;1;0/59.85;0/52.5;0/59.85;0/59.85;0/17;0/13;0/17;0/15;0/0;0/1;0/0;0/0;0/0;0/1
119.95;0;0;1;1;0/119.95;0/56.81;0/119.95;0/119.95;0/17;0/14;0/17;0/17;0/0;0/1;0/0;0/0;0/0;0/7
179.64;0;0;1;1;0/179.64;0/62.17;0/179.64;0/179.64;0/17;0/16;0/17;0/16;0/0;0/1;0/0;0/0;0/0;0/12
239.75;0;1;1;1;0/239.75;0/116.09;0/239.75;0/239.75;0/17;0/14;0/17;0/15;0/0;0/1;0/0;0/1;0/0;0/13
299.93;0;1;1;1;0/299.93;0/124.09;0/299.93;0/299.93;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/1;0/0;0/18
359.96;0;1;1;1;0/359.96;0/184.13;0/359.96;0/359.96;0/17;0/15;0/17;0/18;0/0;0/1;0/0;0/1;0/0;0/18
419.77;0;2;1;1;0/419.77;0/194.58;0/419.77;0/419.77;0/17;0/18;0/17;0/22;0/0;0/1;0/0;0/2;0/0;0/23
479.88;0;2;1;1;0/479.88;0/215.17;0/479.88;0/479.88;0/17;0/16;0/17;0/18;0/0;0/1;0/0;0/2;0/0;0/27
539.88;0;3;1;1;0/539.88;0/256.63;0/539.88;0/539.88;0/17;0/16;0/17;0/17;0/0;0/1;0/0;0/3;0/0;0/29
599.85;0;3;1;1;0/599.85;0/266.53;0/599.85;0/599.85;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/3;0/0;0/34
659.64;0;4;1;1;0/659.64;0/311.93;0/659.64;0/659.64;0/17;0/16;0/17;0/18;0/0;0/1;0/0;0/4;0/0;0/36
719.75;0;4;1;1;0/719.75;0/317.45;0/719.75;0/719.75;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/4;0/0;0/41
779.61;0;5;1;1;0/779.61;0/359.67;0/779.61;0/779.61;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/5;0/0;0/43
839.65;0;5;1;1;0/839.65;0/362.53;0/839.65;0/839.65;0/17;0/17;0/17;0/17;0/0;0/1;0/0;0/5;0/0;0/49
900;0;6;1;1;0/900;0/409.18;0/900;0/900;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/6;0/0;0/50
959.62;0;7;1;1;0/959.62;0/466.61;0/959.62;0/959.62;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/7;0/0;0/51
1019.96;0;8;1;1;0/1019.96;0/517.02;0/1019.96;0/1019.96;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/8;0/0;0/52
1079.9;0;8;1;1;0/1079.9;0/569.15;0/1079.9;0/1079.9;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/8;0/0;0/52
1139.78;0;9;1;1;0/1139.78;0/619.12;0/1139.78;0/1139.78;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/9;0/0;0/53
1199.65;0;10;1;1;0/1199.65;0/669.35;0/1199.65;0/1199.65;0/17;0/18;0/17;0/21;0/0;0/1;0/0;0/10;0/0;0/54
1259.86;0;11;1;1;0/1259.86;0/699.54;0/1259.86;0/1259.86;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/11;0/0;0/58
1319.81;0;11;1;1;0/1319.81;0/710.52;0/1319.81;0/1319.81;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/11;0/0;0/62
1379.7;0;12;1;1;0/1379.7;0/760.49;0/1379.7;0/1379.7;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/12;0/0;0/63
1440;0;12;1;1;0/1440;0/820.78;0/1440;0/1440;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/12;0/0;0/63
1499.99;0;13;1;1;0/1499.99;0/870.86;0/1499.99;0/1499.99;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/13;0/0;0/64
1559.85;0;14;1;1;0/1559.85;0/920.8;0/1559.85;0/1559.85;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/14;0/0;0/65
1619.88;0;15;1;1;0/1619.88;0/970.92;0/1619.88;0/1619.88;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/15;0/0;0/66
1679.79;0;15;1;1;0/1679.79;0/1030.83;0/1679.79;0/1679.79;0/17;0/20;0/17;0/23;0/0;0/1;0/0;0/15;0/0;0/66
1739.97;0;16;1;1;0/1739.97;0/1039.14;0/1739.97;0/1739.97;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/16;0/0;0/72
1799.63;0;16;1;1;0/1799.63;0/1051.91;0/1799.63;0/1799.63;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/16;0/0;0/76
