#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;1;1;0/0;0/0;0/0;0/0;0/0;0/16;0/0;0/16;0/0;0/1;0/0;0/0;0/0;0/0
59.85;0;0;1;1;0/59.85;0/52.5;0/59.85;0/59.85;0/17;0/13;0/17;0/15;0/0;0/1;0/0;0/0;0/0;0/1
119.95;0;0;1;1;0/119.95;0/56.81;0/119.95;0/119.95;0/17;0/14;0/17;0/16;0/0;0/1;0/0;0/0;0/0;0/7
179.69;0;0;1;1;0/179.69;0/72.09;0/179.69;0/179.69;0/17;0/15;0/17;0/17;0/0;0/1;0/0;0/0;0/0;0/11
239.66;0;1;1;1;0/239.66;0/117.85;0/239.66;0/239.66;0/17;0/15;0/17;0/16;0/0;0/1;0/0;0/1;0/0;0/13
299.82;0;1;1;1;0/299.82;0/143.55;0/299.82;0/299.82;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/1;0/0;0/16
359.67;0;2;1;1;0/359.67;0/193.53;0/359.67;0/359.67;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/2;0/0;0/18
419.59;0;2;1;1;0/419.59;0/195.27;0/419.59;0/419.59;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/2;0/0;0/23
479.76;0;2;1;1;0/479.76;0/254.15;0/479.76;0/479.76;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/2;0/0;0/23
539.97;0;3;1;1;0/539.97;0/258.57;0/539.97;0/539.97;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/3;0/0;0/29
599.86;0;3;1;1;0/599.86;0/305.93;0/599.86;0/599.86;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/3;0/0;0/30
659.98;0;4;1;1;0/659.98;0/346.74;0/659.98;0/659.98;0/17;0/16;0/17;0/18;0/0;0/1;0/0;0/4;0/0;0/32
719.75;0;5;1;1;0/719.75;0/363.99;0/719.75;0/719.75;0/17;0/16;0/17;0/17;0/0;0/1;0/0;0/5;0/0;0/37
779.59;0;5;1;1;0/779.59;0/397.22;0/779.59;0/779.59;0/17;0/16;0/17;0/17;0/0;0/1;0/0;0/5;0/0;0/39
839.93;0;7;1;1;0/839.93;0/439.41;0/839.93;0/839.93;0/17;0/16;0/17;0/16;0/0;0/1;0/0;0/7;0/0;0/41
899.59;0;8;1;1;0/899.59;0/487.71;0/899.59;0/899.59;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/8;0/0;0/42
959.68;0;9;1;1;0/959.68;0/543.71;0/959.68;0/959.68;0/17;0/16;0/17;0/17;0/0;0/1;0/0;0/9;0/0;0/43
1019.65;0;9;1;1;0/1019.65;0/587.99;0/1019.65;0/1019.65;0/17;0/16;0/17;0/17;0/0;0/1;0/0;0/9;0/0;0/44
1079.6;0;10;1;1;0/1079.6;0/638.02;0/1079.6;0/1079.6;0/17;0/15;0/17;0/18;0/0;0/1;0/0;0/10;0/0;0/45
1139.84;0;11;1;1;0/1139.84;0/658.67;0/1139.84;0/1139.84;0/17;0/16;0/17;0/17;0/0;0/1;0/0;0/11;0/0;0/50
1199.94;0;11;1;1;0/1199.94;0/700.01;0/1199.94;0/1199.94;0/17;0/16;0/17;0/18;0/0;0/1;0/0;0/11;0/0;0/51
1259.62;0;12;1;1;0/1259.62;0/733.48;0/1259.62;0/1259.62;0/17;0/16;0/17;0/18;0/0;0/1;0/0;0/12;0/0;0/54
1319.74;0;12;1;1;0/1319.74;0/750.71;0/1319.74;0/1319.74;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/12;0/0;0/58
1379.94;0;13;1;1;0/1379.94;0/803.74;0/1379.94;0/1379.94;0/17;0/15;0/17;0/17;0/0;0/1;0/0;0/13;0/0;0/59
1439.8;0;13;1;1;0/1439.8;0/807.53;0/1439.8;0/1439.8;0/17;0/15;0/17;0/17;0/0;0/1;0/0;0/13;0/0;0/65
1499.92;0;13;1;1;0/1499.92;0/823.92;0/1499.92;0/1499.92;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/13;0/0;0/69
1559.8;0;14;1;1;0/1559.8;0/874.11;0/1559.8;0/1559.8;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/14;0/0;0/70
1619.58;0;15;1;1;0/1619.58;0/923.93;0/1619.58;0/1619.58;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/15;0/0;0/71
1679.7;0;16;1;1;0/1679.7;0/974.14;0/1679.7;0/1679.7;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/16;0/0;0/72
1739.73;0;16;1;1;0/1739.73;0/1034.17;0/1739.73;0/1739.73;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/16;0/0;0/72
1800;0;17;1;1;0/1800;0/1074.82;0/1800;0/1800;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/17;0/0;0/74
1859.76;0;18;1;1;0/1859.76;0/1124.75;0/1859.76;0/1859.76;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/18;0/0;0/75
1919.76;0;19;1;1;0/1919.76;0/1174.84;0/1919.76;0/1919.76;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/19;0/0;0/76
1979.72;0;20;1;1;0/1979.72;0/1224.27;0/1979.72;0/1979.72;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/20;0/0;0/78
2039.8;0;20;1;1;0/2039.8;0/1275.27;0/2039.8;0/2039.8;0/17;0/22;0/17;0/24;0/0;0/1;0/0;0/20;0/0;0/78
2099.76;0;21;1;1;0/2099.76;0/1315.45;0/2099.76;0/2099.76;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/21;0/0;0/80
2159.97;0;22;1;1;0/2159.97;0/1358.45;0/2159.97;0/2159.97;0/17;0/21;0/17;0/24;0/0;0/1;0/0;0/22;0/0;0/82
2219.66;0;22;1;1;0/2219.66;0/1386.5;0/2219.66;0/2219.66;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/22;0/0;0/85
2279.82;0;23;1;1;0/2279.82;0/1436.86;0/2279.82;0/2279.82;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/23;0/0;0/86
2339.86;0;24;1;1;0/2339.86;0/1467.41;0/2339.86;0/2339.86;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/24;0/0;0/89
2399.71;0;25;1;1;0/2399.71;0/1526.83;0/2399.71;0/2399.71;0/17;0/18;0/17;0/20;0/0;0/1;0/0;0/25;0/0;0/90
2459.81;0;25;1;1;0/2459.81;0/1529.88;0/2459.81;0/2459.81;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/25;0/0;0/95
2519.93;0;25;1;1;0/2519.93;0/1569.9;0/2519.93;0/2519.93;0/17;0/18;0/17;0/20;0/0;0/1;0/0;0/25;0/0;0/97
2579.76;0;26;1;1;0/2579.76;0/1580.87;0/2579.76;0/2579.76;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/26;0/0;0/103
2639.63;0;26;1;1;0/2639.63;0/1631.49;0/2639.63;0/2639.63;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/26;0/0;0/103
2699.85;0;27;1;1;0/2699.85;0/1681.8;0/2699.85;0/2699.85;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/27;0/0;0/104
2759.68;0;28;1;1;0/2759.68;0/1721.84;0/2759.68;0/2759.68;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/28;0/0;0/106
2819.75;0;29;1;1;0/2819.75;0/1772;0/2819.75;0/2819.75;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/29;0/0;0/107
2879.65;0;29;1;1;0/2879.65;0/1831.89;0/2879.65;0/2879.65;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/29;0/0;0/107
2939.81;0;30;1;1;0/2939.81;0/1882.14;0/2939.81;0/2939.81;0/17;0/20;0/17;0/22;0/0;0/1;0/0;0/30;0/0;0/108
2999.81;0;31;1;1;0/2999.81;0/1922.5;0/2999.81;0/2999.81;0/17;0/18;0/17;0/20;0/0;0/1;0/0;0/31;0/0;0/110
3059.81;0;32;1;1;0/3059.81;0/1962.85;0/3059.81;0/3059.81;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/32;0/0;0/112
3119.82;0;33;1;1;0/3119.82;0/2013.05;0/3119.82;0/3119.82;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/33;0/0;0/113
3179.83;0;34;1;1;0/3179.83;0/2063.14;0/3179.83;0/3179.83;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/34;0/0;0/114
3239.91;0;36;1;1;0/3239.91;0/2112.6;0/3239.91;0/3239.91;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/36;0/0;0/116
3299.76;0;37;1;1;0/3299.76;0/2162.95;0/3299.76;0/3299.76;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/37;0/0;0/117
3359.91;0;37;1;1;0/3359.91;0/2213.6;0/3359.91;0/3359.91;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/37;0/0;0/117
3419.88;0;38;1;1;0/3419.88;0/2254.1;0/3419.88;0/3419.88;0/17;0/18;0/17;0/20;0/0;0/1;0/0;0/38;0/0;0/119
3479.76;0;39;1;1;0/3479.76;0/2294.19;0/3479.76;0/3479.76;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/39;0/0;0/121
3539.71;0;40;1;1;0/3539.71;0/2353.72;0/3539.71;0/3539.71;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/40;0/0;0/122
3599.6;0;40;1;1;0/3599.6;0/2404.09;0/3599.6;0/3599.6;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/40;0/0;0/122
3659.59;0;41;1;1;0/3659.59;0/2444.29;0/3659.59;0/3659.59;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/41;0/0;0/124
3719.6;0;42;1;1;0/3719.6;0/2494.33;0/3719.6;0/3719.6;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/42;0/0;0/125
3779.79;0;43;1;1;0/3779.79;0/2544.62;0/3779.79;0/3779.79;0/17;0/19;0/17;0/22;0/0;0/1;0/0;0/43;0/0;0/126
3839.88;0;44;1;1;0/3839.88;0/2577.41;0/3839.88;0/3839.88;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/44;0/0;0/129
3899.7;0;45;1;1;0/3899.7;0/2630.75;0/3899.7;0/3899.7;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/45;0/0;0/130
3959.61;0;45;1;1;0/3959.61;0/2655.65;0/3959.61;0/3959.61;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/45;0/0;0/133
4019.98;0;46;1;1;0/4019.98;0/2706.1;0/4019.98;0/4019.98;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/46;0/0;0/134
4079.59;0;47;1;1;0/4079.59;0/2755.8;0/4079.59;0/4079.59;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/47;0/0;0/135
4139.65;0;48;1;1;0/4139.65;0/2806.16;0/4139.65;0/4139.65;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/48;0/0;0/137
4199.76;0;48;1;1;0/4199.76;0/2808.49;0/4199.76;0/4199.76;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/48;0/0;0/142
