#ItemDescriptionID;Weight;OrderCount;MeasuredFrequency;StaticFrequency
0;1;15;0.5;1
1;1;18;0.6;1
2;1;21;0.7;1
3;1;19;0.6333333333333333;1
4;1;15;0.5;1
5;1;13;0.43333333333333335;1
6;1;21;0.7;1
7;1;22;0.7333333333333333;1
8;1;21;0.7;1
9;1;10;0.3333333333333333;1
10;1;19;0.6333333333333333;1
11;1;17;0.5666666666666667;1
12;1;15;0.5;1
13;1;11;0.36666666666666664;1
14;1;18;0.6;1
15;1;15;0.5;1
16;1;17;0.5666666666666667;1
17;1;19;0.6333333333333333;1
18;1;17;0.5666666666666667;1
19;1;24;0.8;1
20;1;21;0.7;1
21;1;20;0.6666666666666666;1
22;1;9;0.3;1
23;1;17;0.5666666666666667;1
24;1;17;0.5666666666666667;1
25;1;8;0.26666666666666666;1
26;1;23;0.7666666666666667;1
27;1;16;0.5333333333333333;1
28;1;17;0.5666666666666667;1
29;1;24;0.8;1
30;1;20;0.6666666666666666;1
31;1;14;0.4666666666666667;1
32;1;21;0.7;1
33;1;16;0.5333333333333333;1
34;1;22;0.7333333333333333;1
35;1;16;0.5333333333333333;1
36;1;16;0.5333333333333333;1
37;1;17;0.5666666666666667;1
38;1;12;0.4;1
39;1;16;0.5333333333333333;1
40;1;13;0.43333333333333335;1
41;1;9;0.3;1
42;1;18;0.6;1
43;1;23;0.7666666666666667;1
44;1;8;0.26666666666666666;1
45;1;21;0.7;1
46;1;15;0.5;1
47;1;21;0.7;1
48;1;23;0.7666666666666667;1
49;1;21;0.7;1
50;1;14;0.4666666666666667;1
51;1;13;0.43333333333333335;1
52;1;14;0.4666666666666667;1
53;1;12;0.4;1
54;1;16;0.5333333333333333;1
55;1;18;0.6;1
56;1;17;0.5666666666666667;1
57;1;13;0.43333333333333335;1
58;1;17;0.5666666666666667;1
59;1;21;0.7;1
60;1;18;0.6;1
61;1;18;0.6;1
62;1;14;0.4666666666666667;1
63;1;20;0.6666666666666666;1
64;1;14;0.4666666666666667;1
65;1;14;0.4666666666666667;1
66;1;22;0.7333333333333333;1
67;1;14;0.4666666666666667;1
68;1;20;0.6666666666666666;1
69;1;19;0.6333333333333333;1
70;1;13;0.43333333333333335;1
71;1;16;0.5333333333333333;1
72;1;16;0.5333333333333333;1
73;1;18;0.6;1
74;1;17;0.5666666666666667;1
75;1;19;0.6333333333333333;1
76;1;13;0.43333333333333335;1
77;1;16;0.5333333333333333;1
78;1;19;0.6333333333333333;1
79;1;12;0.4;1
80;1;19;0.6333333333333333;1
81;1;11;0.36666666666666664;1
82;1;14;0.4666666666666667;1
83;1;17;0.5666666666666667;1
84;1;20;0.6666666666666666;1
85;1;13;0.43333333333333335;1
86;1;9;0.3;1
87;1;17;0.5666666666666667;1
88;1;18;0.6;1
89;1;7;0.23333333333333334;1
90;1;9;0.3;1
91;1;21;0.7;1
92;1;14;0.4666666666666667;1
93;1;21;0.7;1
94;1;15;0.5;1
95;1;9;0.3;1
96;1;19;0.6333333333333333;1
97;1;15;0.5;1
98;1;16;0.5333333333333333;1
99;1;6;0.2;1
100;1;19;0.6333333333333333;1
101;1;21;0.7;1
102;1;16;0.5333333333333333;1
103;1;15;0.5;1
104;1;20;0.6666666666666666;1
105;1;16;0.5333333333333333;1
106;1;12;0.4;1
107;1;21;0.7;1
108;1;15;0.5;1
109;1;16;0.5333333333333333;1
110;1;21;0.7;1
111;1;25;0.8333333333333334;1
112;1;14;0.4666666666666667;1
113;1;20;0.6666666666666666;1
114;1;9;0.3;1
115;1;13;0.43333333333333335;1
116;1;16;0.5333333333333333;1
117;1;13;0.43333333333333335;1
118;1;12;0.4;1
119;1;14;0.4666666666666667;1
120;1;9;0.3;1
121;1;13;0.43333333333333335;1
122;1;23;0.7666666666666667;1
123;1;13;0.43333333333333335;1
124;1;19;0.6333333333333333;1
125;1;11;0.36666666666666664;1
126;1;11;0.36666666666666664;1
127;1;13;0.43333333333333335;1
128;1;16;0.5333333333333333;1
129;1;20;0.6666666666666666;1
130;1;18;0.6;1
131;1;20;0.6666666666666666;1
132;1;17;0.5666666666666667;1
133;1;18;0.6;1
134;1;14;0.4666666666666667;1
135;1;14;0.4666666666666667;1
136;1;15;0.5;1
137;1;15;0.5;1
138;1;15;0.5;1
139;1;14;0.4666666666666667;1
140;1;11;0.36666666666666664;1
141;1;19;0.6333333333333333;1
142;1;22;0.7333333333333333;1
143;1;20;0.6666666666666666;1
144;1;12;0.4;1
145;1;18;0.6;1
146;1;18;0.6;1
147;1;18;0.6;1
148;1;15;0.5;1
149;1;10;0.3333333333333333;1
150;1;12;0.4;1
151;1;16;0.5333333333333333;1
152;1;15;0.5;1
153;1;17;0.5666666666666667;1
154;1;19;0.6333333333333333;1
155;1;27;0.9;1
156;1;11;0.36666666666666664;1
157;1;23;0.7666666666666667;1
158;1;17;0.5666666666666667;1
159;1;15;0.5;1
160;1;12;0.4;1
161;1;11;0.36666666666666664;1
162;1;21;0.7;1
163;1;15;0.5;1
164;1;19;0.6333333333333333;1
165;1;23;0.7666666666666667;1
166;1;15;0.5;1
167;1;16;0.5333333333333333;1
168;1;17;0.5666666666666667;1
169;1;12;0.4;1
170;1;19;0.6333333333333333;1
171;1;23;0.7666666666666667;1
172;1;16;0.5333333333333333;1
173;1;15;0.5;1
174;1;18;0.6;1
175;1;20;0.6666666666666666;1
176;1;17;0.5666666666666667;1
177;1;7;0.23333333333333334;1
178;1;19;0.6333333333333333;1
179;1;7;0.23333333333333334;1
180;1;19;0.6333333333333333;1
181;1;21;0.7;1
182;1;30;1;1
183;1;18;0.6;1
184;1;18;0.6;1
185;1;16;0.5333333333333333;1
186;1;19;0.6333333333333333;1
187;1;14;0.4666666666666667;1
188;1;11;0.36666666666666664;1
189;1;19;0.6333333333333333;1
190;1;11;0.36666666666666664;1
191;1;13;0.43333333333333335;1
192;1;19;0.6333333333333333;1
193;1;22;0.7333333333333333;1
194;1;20;0.6666666666666666;1
195;1;14;0.4666666666666667;1
196;1;19;0.6333333333333333;1
197;1;13;0.43333333333333335;1
198;1;15;0.5;1
199;1;24;0.8;1
200;1;19;0.6333333333333333;1
201;1;11;0.36666666666666664;1
202;1;18;0.6;1
203;1;13;0.43333333333333335;1
204;1;16;0.5333333333333333;1
205;1;15;0.5;1
206;1;18;0.6;1
207;1;14;0.4666666666666667;1
208;1;17;0.5666666666666667;1
209;1;17;0.5666666666666667;1
210;1;17;0.5666666666666667;1
211;1;17;0.5666666666666667;1
212;1;13;0.43333333333333335;1
213;1;12;0.4;1
214;1;17;0.5666666666666667;1
215;1;13;0.43333333333333335;1
216;1;13;0.43333333333333335;1
217;1;16;0.5333333333333333;1
218;1;17;0.5666666666666667;1
219;1;13;0.43333333333333335;1
220;1;13;0.43333333333333335;1
221;1;26;0.8666666666666667;1
222;1;22;0.7333333333333333;1
223;1;19;0.6333333333333333;1
224;1;17;0.5666666666666667;1
225;1;15;0.5;1
226;1;12;0.4;1
227;1;16;0.5333333333333333;1
228;1;17;0.5666666666666667;1
229;1;15;0.5;1
230;1;21;0.7;1
231;1;17;0.5666666666666667;1
232;1;18;0.6;1
233;1;20;0.6666666666666666;1
234;1;21;0.7;1
235;1;14;0.4666666666666667;1
236;1;17;0.5666666666666667;1
237;1;15;0.5;1
238;1;19;0.6333333333333333;1
239;1;21;0.7;1
240;1;23;0.7666666666666667;1
241;1;21;0.7;1
242;1;17;0.5666666666666667;1
243;1;16;0.5333333333333333;1
244;1;10;0.3333333333333333;1
245;1;17;0.5666666666666667;1
246;1;11;0.36666666666666664;1
247;1;16;0.5333333333333333;1
248;1;20;0.6666666666666666;1
249;1;14;0.4666666666666667;1
250;1;20;0.6666666666666666;1
251;1;10;0.3333333333333333;1
252;1;25;0.8333333333333334;1
253;1;21;0.7;1
254;1;11;0.36666666666666664;1
255;1;13;0.43333333333333335;1
256;1;16;0.5333333333333333;1
257;1;20;0.6666666666666666;1
258;1;15;0.5;1
259;1;18;0.6;1
260;1;11;0.36666666666666664;1
261;1;20;0.6666666666666666;1
262;1;11;0.36666666666666664;1
263;1;20;0.6666666666666666;1
264;1;10;0.3333333333333333;1
265;1;19;0.6333333333333333;1
266;1;18;0.6;1
267;1;20;0.6666666666666666;1
268;1;13;0.43333333333333335;1
269;1;14;0.4666666666666667;1
270;1;14;0.4666666666666667;1
271;1;12;0.4;1
272;1;12;0.4;1
273;1;15;0.5;1
274;1;17;0.5666666666666667;1
275;1;19;0.6333333333333333;1
276;1;18;0.6;1
277;1;12;0.4;1
278;1;18;0.6;1
279;1;20;0.6666666666666666;1
280;1;13;0.43333333333333335;1
281;1;17;0.5666666666666667;1
282;1;11;0.36666666666666664;1
283;1;18;0.6;1
284;1;7;0.23333333333333334;1
285;1;16;0.5333333333333333;1
286;1;21;0.7;1
287;1;9;0.3;1
288;1;15;0.5;1
289;1;14;0.4666666666666667;1
290;1;23;0.7666666666666667;1
291;1;12;0.4;1
292;1;19;0.6333333333333333;1
293;1;25;0.8333333333333334;1
294;1;17;0.5666666666666667;1
295;1;15;0.5;1
296;1;20;0.6666666666666666;1
297;1;10;0.3333333333333333;1
298;1;8;0.26666666666666666;1
299;1;18;0.6;1
300;1;17;0.5666666666666667;1
301;1;26;0.8666666666666667;1
302;1;18;0.6;1
303;1;20;0.6666666666666666;1
304;1;20;0.6666666666666666;1
305;1;17;0.5666666666666667;1
306;1;23;0.7666666666666667;1
307;1;17;0.5666666666666667;1
308;1;24;0.8;1
309;1;12;0.4;1
310;1;13;0.43333333333333335;1
311;1;16;0.5333333333333333;1
312;1;25;0.8333333333333334;1
313;1;12;0.4;1
314;1;20;0.6666666666666666;1
315;1;17;0.5666666666666667;1
316;1;17;0.5666666666666667;1
317;1;22;0.7333333333333333;1
318;1;15;0.5;1
319;1;9;0.3;1
320;1;10;0.3333333333333333;1
321;1;12;0.4;1
322;1;19;0.6333333333333333;1
323;1;11;0.36666666666666664;1
324;1;23;0.7666666666666667;1
325;1;22;0.7333333333333333;1
326;1;22;0.7333333333333333;1
327;1;23;0.7666666666666667;1
328;1;16;0.5333333333333333;1
329;1;9;0.3;1
330;1;14;0.4666666666666667;1
331;1;17;0.5666666666666667;1
332;1;22;0.7333333333333333;1
333;1;18;0.6;1
334;1;17;0.5666666666666667;1
335;1;16;0.5333333333333333;1
336;1;20;0.6666666666666666;1
337;1;22;0.7333333333333333;1
338;1;12;0.4;1
339;1;13;0.43333333333333335;1
340;1;22;0.7333333333333333;1
341;1;14;0.4666666666666667;1
342;1;16;0.5333333333333333;1
343;1;20;0.6666666666666666;1
344;1;13;0.43333333333333335;1
345;1;12;0.4;1
346;1;12;0.4;1
347;1;16;0.5333333333333333;1
348;1;13;0.43333333333333335;1
349;1;12;0.4;1
350;1;14;0.4666666666666667;1
351;1;22;0.7333333333333333;1
352;1;19;0.6333333333333333;1
353;1;19;0.6333333333333333;1
354;1;28;0.9333333333333333;1
355;1;20;0.6666666666666666;1
356;1;12;0.4;1
357;1;13;0.43333333333333335;1
358;1;14;0.4666666666666667;1
359;1;17;0.5666666666666667;1
360;1;19;0.6333333333333333;1
361;1;20;0.6666666666666666;1
362;1;10;0.3333333333333333;1
363;1;19;0.6333333333333333;1
364;1;24;0.8;1
365;1;15;0.5;1
366;1;19;0.6333333333333333;1
367;1;14;0.4666666666666667;1
368;1;19;0.6333333333333333;1
369;1;18;0.6;1
370;1;17;0.5666666666666667;1
371;1;11;0.36666666666666664;1
372;1;20;0.6666666666666666;1
373;1;13;0.43333333333333335;1
374;1;10;0.3333333333333333;1
375;1;12;0.4;1
376;1;16;0.5333333333333333;1
377;1;15;0.5;1
378;1;17;0.5666666666666667;1
379;1;20;0.6666666666666666;1
380;1;6;0.2;1
381;1;18;0.6;1
382;1;15;0.5;1
383;1;10;0.3333333333333333;1
384;1;15;0.5;1
385;1;21;0.7;1
386;1;15;0.5;1
387;1;27;0.9;1
388;1;14;0.4666666666666667;1
389;1;8;0.26666666666666666;1
390;1;12;0.4;1
391;1;20;0.6666666666666666;1
392;1;25;0.8333333333333334;1
393;1;21;0.7;1
394;1;13;0.43333333333333335;1
395;1;10;0.3333333333333333;1
396;1;16;0.5333333333333333;1
397;1;20;0.6666666666666666;1
398;1;18;0.6;1
399;1;20;0.6666666666666666;1
400;1;19;0.6333333333333333;1
401;1;22;0.7333333333333333;1
402;1;22;0.7333333333333333;1
403;1;10;0.3333333333333333;1
404;1;17;0.5666666666666667;1
405;1;11;0.36666666666666664;1
406;1;17;0.5666666666666667;1
407;1;21;0.7;1
408;1;12;0.4;1
409;1;17;0.5666666666666667;1
410;1;25;0.8333333333333334;1
411;1;12;0.4;1
412;1;17;0.5666666666666667;1
413;1;12;0.4;1
414;1;16;0.5333333333333333;1
415;1;14;0.4666666666666667;1
416;1;11;0.36666666666666664;1
417;1;15;0.5;1
418;1;17;0.5666666666666667;1
419;1;6;0.2;1
420;1;15;0.5;1
