#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;1;1;0/0;0/0;0/0;0/0;0/0;0/16;0/0;0/16;0/0;0/1;0/0;0/0;0/0;0/0
59.85;0;0;1;1;0/59.85;0/52.5;0/59.85;0/59.85;0/17;0/13;0/17;0/15;0/0;0/1;0/0;0/0;0/0;0/1
119.95;0;0;1;1;0/119.95;0/56.81;0/119.95;0/119.95;0/17;0/14;0/17;0/16;0/0;0/1;0/0;0/0;0/0;0/7
179.6;0;0;1;1;0/179.6;0/81.86;0/179.6;0/179.6;0/17;0/15;0/17;0/17;0/0;0/1;0/0;0/0;0/0;0/10
239.66;0;1;1;1;0/239.66;0/118.45;0/239.66;0/239.66;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/1;0/0;0/13
299.67;0;1;1;1;0/299.67;0/153.26;0/299.67;0/299.67;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/1;0/0;0/15
359.58;0;2;1;1;0/359.58;0/193.44;0/359.58;0/359.58;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/2;0/0;0/17
419.66;0;2;1;1;0/419.66;0/204.9;0/419.66;0/419.66;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/2;0/0;0/22
479.87;0;3;1;1;0/479.87;0/256.69;0/479.87;0/479.87;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/3;0/0;0/23
539.73;0;3;1;1;0/539.73;0/259.68;0/539.73;0/539.73;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/3;0/0;0/29
599.75;0;3;1;1;0/599.75;0/306.7;0/599.75;0/599.75;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/3;0/0;0/30
659.83;0;4;1;1;0/659.83;0/347.35;0/659.83;0/659.83;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/4;0/0;0/32
719.91;0;5;1;1;0/719.91;0/365.44;0/719.91;0/719.91;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/5;0/0;0/37
779.67;0;5;1;1;0/779.67;0/388.19;0/779.67;0/779.67;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/5;0/0;0/40
839.97;0;6;1;1;0/839.97;0/438.59;0/839.97;0/839.97;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/6;0/0;0/41
899.87;0;7;1;1;0/899.87;0/478.76;0/899.87;0/899.87;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/7;0/0;0/43
959.87;0;8;1;1;0/959.87;0/528.84;0/959.87;0/959.87;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/8;0/0;0/44
1019.64;0;9;1;1;0/1019.64;0/578.7;0/1019.64;0/1019.64;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/9;0/0;0/45
1079.86;0;10;1;1;0/1079.86;0/637.66;0/1079.86;0/1079.86;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/10;0/0;0/46
1139.87;0;10;1;1;0/1139.87;0/689.01;0/1139.87;0/1139.87;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/10;0/0;0/46
1199.9;0;11;1;1;0/1199.9;0/739.08;0/1199.9;0/1199.9;0/17;0/18;0/17;0/20;0/0;0/1;0/0;0/11;0/0;0/47
1259.79;0;12;1;1;0/1259.79;0/779.7;0/1259.79;0/1259.79;0/17;0/17;0/17;0/20;0/0;0/1;0/0;0/12;0/0;0/49
1319.78;0;13;1;1;0/1319.78;0/802.45;0/1319.78;0/1319.78;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/13;0/0;0/53
1379.86;0;13;1;1;0/1379.86;0/841.32;0/1379.86;0/1379.86;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/13;0/0;0/55
1439.87;0;14;1;1;0/1439.87;0/872.15;0/1439.87;0/1439.87;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/14;0/0;0/58
1499.61;0;14;1;1;0/1499.61;0/921.71;0/1499.61;0/1499.61;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/14;0/0;0/59
1559.67;0;15;1;1;0/1559.67;0/926.41;0/1559.67;0/1559.67;0/17;0/18;0/17;0/20;0/0;0/1;0/0;0/15;0/0;0/65
1619.77;0;15;1;1;0/1619.77;0/954.46;0/1619.77;0/1619.77;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/15;0/0;0/68
1679.91;0;16;1;1;0/1679.91;0/1004.68;0/1679.91;0/1679.91;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/16;0/0;0/69
1739.88;0;17;1;1;0/1739.88;0/1055.04;0/1739.88;0/1739.88;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/17;0/0;0/70
1799.64;0;18;1;1;0/1799.64;0/1104.89;0/1799.64;0/1799.64;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/18;0/0;0/71
1859.95;0;19;1;1;0/1859.95;0/1162.68;0/1859.95;0/1859.95;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/19;0/0;0/72
1919.99;0;19;1;1;0/1919.99;0/1215.33;0/1919.99;0/1919.99;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/19;0/0;0/72
1979.65;0;20;1;1;0/1979.65;0/1265.03;0/1979.65;0/1979.65;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/20;0/0;0/73
2039.77;0;21;1;1;0/2039.77;0/1305.36;0/2039.77;0/2039.77;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/21;0/0;0/75
2099.76;0;22;1;1;0/2099.76;0/1349.94;0/2099.76;0/2099.76;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/22;0/0;0/77
2159.85;0;22;1;1;0/2159.85;0/1405.85;0/2159.85;0/2159.85;0/17;0/23;0/17;0/24;0/0;0/1;0/0;0/22;0/0;0/77
2219.68;0;23;1;1;0/2219.68;0/1456.02;0/2219.68;0/2219.68;0/17;0/22;0/17;0/24;0/0;0/1;0/0;0/23;0/0;0/78
2279.74;0;24;1;1;0/2279.74;0/1479.23;0/2279.74;0/2279.74;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/24;0/0;0/82
2339.76;0;24;1;1;0/2339.76;0/1507.19;0/2339.76;0/2339.76;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/24;0/0;0/85
2399.88;0;25;1;1;0/2399.88;0/1557.4;0/2399.88;0/2399.88;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/25;0/0;0/86
2459.61;0;26;1;1;0/2459.61;0/1607.2;0/2459.61;0/2459.61;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/26;0/0;0/87
2519.63;0;27;1;1;0/2519.63;0/1657.48;0/2519.63;0/2519.63;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/27;0/0;0/88
2579.85;0;27;1;1;0/2579.85;0/1717.7;0/2579.85;0/2579.85;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/27;0/0;0/88
2639.62;0;28;1;1;0/2639.62;0/1767.51;0/2639.62;0/2639.62;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/28;0/0;0/89
2699.75;0;29;1;1;0/2699.75;0/1808.09;0/2699.75;0/2699.75;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/29;0/0;0/91
2760;0;30;1;1;0/2760;0/1848.73;0/2760;0/2760;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/30;0/0;0/93
2819.9;0;31;1;1;0/2819.9;0/1898.71;0/2819.9;0/2819.9;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/31;0/0;0/94
2879.76;0;32;1;1;0/2879.76;0/1949.72;0/2879.76;0/2879.76;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/32;0/0;0/95
2939.62;0;32;1;1;0/2939.62;0/1998.75;0/2939.62;0/2939.62;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/32;0/0;0/96
2999.86;0;33;1;1;0/2999.86;0/2030.02;0/2999.86;0/2999.86;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/33;0/0;0/99
3059.91;0;34;1;1;0/3059.91;0/2080.12;0/3059.91;0/3059.91;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/34;0/0;0/100
3119.69;0;35;1;1;0/3119.69;0/2129.98;0/3119.69;0/3119.69;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/35;0/0;0/101
3179.99;0;36;1;1;0/3179.99;0/2181.2;0/3179.99;0/3179.99;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/36;0/0;0/102
3239.72;0;37;1;1;0/3239.72;0/2234.05;0/3239.72;0/3239.72;0/17;0/23;0/17;0/24;0/0;0/1;0/0;0/37;0/0;0/103
3299.86;0;37;1;1;0/3299.86;0/2280.79;0/3299.86;0/3299.86;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/37;0/0;0/104
3359.77;0;38;1;1;0/3359.77;0/2320.91;0/3359.77;0/3359.77;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/38;0/0;0/106
3419.82;0;39;1;1;0/3419.82;0/2377.92;0/3419.82;0/3419.82;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/39;0/0;0/107
3479.72;0;39;1;1;0/3479.72;0/2381.22;0/3479.72;0/3479.72;0/17;0/20;0/17;0/22;0/0;0/1;0/0;0/39;0/0;0/113
3539.71;0;39;1;1;0/3539.71;0/2383.38;0/3539.71;0/3539.71;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/39;0/0;0/118
3599.89;0;39;1;1;0/3599.89;0/2404.08;0/3599.89;0/3599.89;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/39;0/0;0/122
3659.64;0;40;1;1;0/3659.64;0/2453.92;0/3659.64;0/3659.64;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/40;0/0;0/123
3719.88;0;40;1;1;0/3719.88;0/2514.15;0/3719.88;0/3719.88;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/40;0/0;0/123
3779.6;0;41;1;1;0/3779.6;0/2529.57;0/3779.6;0/3779.6;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/41;0/0;0/128
3839.78;0;42;1;1;0/3839.78;0/2583.63;0/3839.78;0/3839.78;0/17;0/20;0/17;0/22;0/0;0/1;0/0;0/42;0/0;0/129
3899.78;0;42;1;1;0/3899.78;0/2585.67;0/3899.78;0/3899.78;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/42;0/0;0/135
3959.65;0;42;1;1;0/3959.65;0/2635.62;0/3959.65;0/3959.65;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/42;0/0;0/135
4019.85;0;44;1;1;0/4019.85;0/2684.23;0/4019.85;0/4019.85;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/44;0/0;0/137
4079.68;0;44;1;1;0/4079.68;0/2735.82;0/4079.68;0/4079.68;0/17;0/20;0/17;0/22;0/0;0/1;0/0;0/44;0/0;0/137
4139.66;0;45;1;1;0/4139.66;0/2776.15;0/4139.66;0/4139.66;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/45;0/0;0/139
4199.76;0;46;1;1;0/4199.76;0/2826.34;0/4199.76;0/4199.76;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/46;0/0;0/140
